share_sm,age,gender,education_level,income_level,cond,ResponseId,country,finished,condName,belief_in_cc,policy_support,wept,country_standard,alpha2,alpha3,share_sm_jittered
1.0,50.0,1.0,3.0,5.0,11,R_3F4n06S01hP0zLD,ecuador,1,FutureSelfCont,99.75,98.66666666666669,8.0,Ecuador,EC,ECU,0.9513172743086779
1.0,26.0,1.0,3.0,6.0,3,R_1erCemXilzIHamB,ecuador,1,NegativeEmotions,97.75,85.77777777777777,8.0,Ecuador,EC,ECU,1.2244609168197447
,32.0,2.0,3.0,1.0,6,R_23O0mJBgopxS40N,ecuador,1,SystemJust,56.0,61.44444444444444,0.0,Ecuador,EC,ECU,
1.0,31.0,2.0,3.0,2.0,10,R_2X5LbxcceRRg2vP,ecuador,1,DynamicNorm,75.25,37.142857142857146,8.0,Ecuador,EC,ECU,1.056026187834032
,19.0,2.0,2.0,1.0,1,R_3qqctL519THzJqu,ecuador,1,Control,98.0,69.44444444444444,2.0,Ecuador,EC,ECU,
1.0,36.0,2.0,3.0,3.0,4,R_3s0yhScuQlroI1L,ecuador,1,SciConsens,44.5,33.714285714285715,8.0,Ecuador,EC,ECU,1.1057133557222585
1.0,39.0,1.0,4.0,4.0,5,R_3qpRElDTpkw07jk,ecuador,1,CollectAction,98.5,84.77777777777777,4.0,Ecuador,EC,ECU,1.0068522351127875
,30.0,2.0,3.0,2.0,6,R_24w8WE1sB6OqwQ1,ecuador,1,SystemJust,100.0,80.88888888888889,0.0,Ecuador,EC,ECU,
1.0,22.0,1.0,3.0,8.0,1,R_2aOEn4H1nK24ZmW,ecuador,1,Control,51.75,35.333333333333336,1.0,Ecuador,EC,ECU,1.056968487436427
1.0,27.0,2.0,3.0,2.0,5,R_0OjWNmdC9LNJcCl,ecuador,1,CollectAction,92.5,65.55555555555556,7.0,Ecuador,EC,ECU,1.014002586120264
1.0,26.0,1.0,3.0,6.0,3,R_2DT6TkfNszx1eN6,ecuador,1,NegativeEmotions,92.0,67.22222222222223,8.0,Ecuador,EC,ECU,1.1707084343231537
1.0,21.0,1.0,3.0,1.0,10,R_1pmrJtFQyCDefWr,ecuador,1,DynamicNorm,77.5,63.0,0.0,Ecuador,EC,ECU,0.8481798371988171
1.0,31.0,1.0,3.0,2.0,1,R_2X0duqYgY5bYA7b,ecuador,1,Control,100.0,80.22222222222223,3.0,Ecuador,EC,ECU,0.9308757531389568
1.0,38.0,1.0,3.0,8.0,9,R_1FerAiVv7jsBXdB,ecuador,1,Letter2Future,100.0,78.22222222222223,7.0,Ecuador,EC,ECU,1.1564770496838799
1.0,42.0,1.0,3.0,4.0,8,R_8Hf45lfH57gLKCJ,ecuador,1,PluralIgnorance,100.0,95.55555555555556,8.0,Ecuador,EC,ECU,1.2101509792532554
1.0,29.0,2.0,2.0,2.0,5,R_tK9uUGIXsNYpXlD,ecuador,1,CollectAction,93.0,98.33333333333331,1.0,Ecuador,EC,ECU,1.0060651453546776
1.0,36.0,1.0,3.0,5.0,2,R_2bKqKgXDElx7oJc,ecuador,1,Identity-Social-Norms-Intervention,83.5,78.125,8.0,Ecuador,EC,ECU,0.9602359433838572
,32.0,2.0,3.0,4.0,10,R_bpwnuHQ449NpqRr,ecuador,1,DynamicNorm,66.5,66.33333333333333,0.0,Ecuador,EC,ECU,
,38.0,1.0,3.0,7.0,3,R_qxzhkyAq2g1hghr,ecuador,1,NegativeEmotions,18.75,23.22222222222222,8.0,Ecuador,EC,ECU,
,32.0,2.0,4.0,5.0,11,R_3HYzpXc7bChkB3e,ecuador,1,FutureSelfCont,35.75,22.33333333333333,2.0,Ecuador,EC,ECU,
1.0,34.0,1.0,2.0,3.0,6,R_295oynOy4JoRRJN,ecuador,1,SystemJust,100.0,100.0,8.0,Ecuador,EC,ECU,0.8795196704051417
,35.0,1.0,4.0,6.0,6,R_32Xa20hN8jDFCTP,ecuador,1,SystemJust,71.5,64.0,3.0,Ecuador,EC,ECU,
1.0,31.0,1.0,2.0,1.0,7,R_2OO6G80i7aqAd4V,ecuador,1,PsychDistance,89.5,56.125,2.0,Ecuador,EC,ECU,1.1342542483899336
,24.0,2.0,2.0,3.0,12,R_UcL8iTK8GSnTqnf,ecuador,1,BindingMoral,89.75,71.55555555555556,8.0,Ecuador,EC,ECU,
1.0,23.0,2.0,4.0,1.0,11,R_2zTSzvMnEx5B5ru,ecuador,1,FutureSelfCont,39.25,11.0,0.0,Ecuador,EC,ECU,0.8952311482999187
1.0,26.0,1.0,3.0,5.0,3,R_2t36fJuWqwcHVoA,ecuador,1,NegativeEmotions,86.75,82.66666666666667,3.0,Ecuador,EC,ECU,1.1506443296525823
1.0,31.0,1.0,3.0,6.0,4,R_8nLtGw5Ms30GNPj,ecuador,1,SciConsens,77.75,72.44444444444444,0.0,Ecuador,EC,ECU,0.7446532659773
1.0,44.0,1.0,2.0,1.0,4,R_UN0Y5PTVCF8dHIR,ecuador,1,SciConsens,96.75,82.66666666666667,3.0,Ecuador,EC,ECU,0.9768549791333246
,32.0,1.0,2.0,1.0,3,R_2YxrwjgYdiGh89w,ecuador,1,NegativeEmotions,95.25,64.88888888888889,8.0,Ecuador,EC,ECU,
1.0,41.0,2.0,3.0,2.0,9,R_UMUZ0dnPnd6qPDj,ecuador,1,Letter2Future,36.25,31.11111111111111,8.0,Ecuador,EC,ECU,1.07128656495451
1.0,32.0,2.0,4.0,4.0,7,R_3HRD9Sjsidv7xKc,ecuador,1,PsychDistance,96.25,83.55555555555556,8.0,Ecuador,EC,ECU,1.2393244094576374
1.0,26.0,2.0,3.0,4.0,12,R_BKFgJp1qJxO0fct,ecuador,1,BindingMoral,86.25,48.11111111111112,8.0,Ecuador,EC,ECU,1.1983887007238214
1.0,25.0,1.0,3.0,1.0,2,R_3rYdhxZpcI4ZbLI,ecuador,1,Identity-Social-Norms-Intervention,91.5,86.22222222222223,2.0,Ecuador,EC,ECU,0.9093966121066847
1.0,50.0,2.0,3.0,4.0,12,R_2ZIvJ1xNkP8QXwA,ecuador,1,BindingMoral,99.25,54.55555555555556,1.0,Ecuador,EC,ECU,0.779139535366429
1.0,50.0,1.0,4.0,4.0,1,R_2wEvDF4VhKNY7VG,ecuador,1,Control,100.0,97.88888888888889,8.0,Ecuador,EC,ECU,1.002164142930569
0.0,35.0,2.0,2.0,2.0,4,R_1gGUD34BVDdTXYy,ecuador,1,SciConsens,93.0,60.25,8.0,Ecuador,EC,ECU,-0.043652134969146376
1.0,32.0,1.0,4.0,8.0,6,R_1dLFmSTMtOzGN2r,ecuador,1,SystemJust,100.0,93.33333333333331,8.0,Ecuador,EC,ECU,0.9789212903921981
1.0,31.0,1.0,3.0,3.0,8,R_2uEfp9MiW6sxfmz,ecuador,1,PluralIgnorance,65.75,74.0,2.0,Ecuador,EC,ECU,0.8030031077052715
1.0,47.0,1.0,2.0,1.0,11,R_TvHhLkgaqOkuIGl,ecuador,1,FutureSelfCont,91.75,88.44444444444444,8.0,Ecuador,EC,ECU,0.9183711192625907
,31.0,1.0,3.0,1.0,8,R_1KdsEsKRyaLKh8G,ecuador,1,PluralIgnorance,91.5,88.0,1.0,Ecuador,EC,ECU,
1.0,30.0,1.0,4.0,8.0,12,R_2aFcPS4WslEJxQI,ecuador,1,BindingMoral,87.0,74.77777777777777,8.0,Ecuador,EC,ECU,0.9284090968777157
1.0,35.0,1.0,3.0,6.0,4,R_12JYfz9jAwKtVYd,ecuador,1,SciConsens,23.5,28.666666666666668,8.0,Ecuador,EC,ECU,0.9779012783248814
1.0,28.0,1.0,3.0,2.0,6,R_3O0b2TGkBRRgvvo,ecuador,1,SystemJust,67.25,77.77777777777777,8.0,Ecuador,EC,ECU,0.9452188419139742
,21.0,1.0,2.0,3.0,6,R_AEAgfQdTEnYKMbD,ecuador,1,SystemJust,82.5,48.888888888888886,3.0,Ecuador,EC,ECU,
,22.0,2.0,3.0,1.0,11,R_10uvVGTM2Hfg1wW,ecuador,1,FutureSelfCont,100.0,65.55555555555556,0.0,Ecuador,EC,ECU,
1.0,28.0,1.0,3.0,1.0,10,R_2CpOW6DWna3ZTK0,ecuador,1,DynamicNorm,98.5,87.0,1.0,Ecuador,EC,ECU,1.063037686049594
1.0,33.0,1.0,3.0,3.0,10,R_2dEHrNIuFi2vDpD,ecuador,1,DynamicNorm,100.0,82.33333333333333,8.0,Ecuador,EC,ECU,1.1691991474159675
1.0,30.0,1.0,3.0,7.0,9,R_0ohaFUM7JQZDwd3,ecuador,1,Letter2Future,97.25,96.11111111111111,8.0,Ecuador,EC,ECU,0.9558639126936477
,32.0,2.0,2.0,1.0,1,R_2QgFTE2FkRVqVUv,ecuador,1,Control,84.25,51.42857142857143,8.0,Ecuador,EC,ECU,
0.0,20.0,1.0,3.0,1.0,4,R_3VqKpbSaxlWMGtj,ecuador,1,SciConsens,100.0,84.77777777777777,1.0,Ecuador,EC,ECU,0.03221494753181242
,21.0,2.0,3.0,5.0,2,R_3HY1RccORkZdj7l,ecuador,1,Identity-Social-Norms-Intervention,88.5,73.22222222222223,1.0,Ecuador,EC,ECU,
1.0,28.0,2.0,2.0,1.0,5,R_295Dj4Gljk0opbc,ecuador,1,CollectAction,100.0,100.0,0.0,Ecuador,EC,ECU,0.9309616664180956
0.0,30.0,2.0,3.0,9.0,10,R_2U9gvQWztZdiT9b,ecuador,1,DynamicNorm,60.5,72.77777777777777,0.0,Ecuador,EC,ECU,-0.13331171645807283
1.0,38.0,1.0,2.0,4.0,9,R_2zSVXcxeEpIs61l,ecuador,1,Letter2Future,87.25,65.77777777777777,8.0,Ecuador,EC,ECU,0.9700100684579117
1.0,39.0,1.0,3.0,8.0,8,R_2cCMQ9ZlTOympyH,ecuador,1,PluralIgnorance,80.5,84.22222222222223,8.0,Ecuador,EC,ECU,0.9461784566245216
1.0,23.0,1.0,4.0,4.0,2,R_2PClrY1M4HAU6cj,ecuador,1,Identity-Social-Norms-Intervention,67.0,46.333333333333336,8.0,Ecuador,EC,ECU,1.0634175765205491
1.0,25.0,2.0,4.0,4.0,5,R_2rGaF0j0wlHVbZH,ecuador,1,CollectAction,100.0,92.55555555555556,2.0,Ecuador,EC,ECU,1.2722727353601693
,23.0,1.0,2.0,3.0,9,R_1gUBgMyJRTgdK43,ecuador,1,Letter2Future,95.25,81.11111111111111,0.0,Ecuador,EC,ECU,
1.0,23.0,4.0,2.0,1.0,2,R_3GlibIzVo0yTNqa,ecuador,1,Identity-Social-Norms-Intervention,77.5,65.88888888888889,1.0,Ecuador,EC,ECU,0.7897855709894691
1.0,45.0,1.0,2.0,1.0,7,R_d4Hx4jz0zxWmtah,ecuador,1,PsychDistance,100.0,92.33333333333331,8.0,Ecuador,EC,ECU,1.1067634379591076
,26.0,1.0,3.0,9.0,6,R_3EzISMPyqGZhuFA,ecuador,1,SystemJust,96.0,90.11111111111111,8.0,Ecuador,EC,ECU,
1.0,20.0,2.0,5.0,2.0,12,R_0uEnY9cLCG9atxf,ecuador,1,BindingMoral,84.25,42.71428571428572,8.0,Ecuador,EC,ECU,1.0229321323089582
1.0,33.0,1.0,3.0,5.0,5,R_2QfW2r6gE1tCwvB,ecuador,1,CollectAction,46.5,50.0,7.0,Ecuador,EC,ECU,0.8205552621908684
1.0,27.0,2.0,3.0,7.0,7,R_2CeQqD94sEHTOp2,ecuador,1,PsychDistance,98.5,99.28571428571428,8.0,Ecuador,EC,ECU,0.9170745237905452
,21.0,2.0,3.0,2.0,4,R_9Xo8IJ8P4XSEHYd,ecuador,1,SciConsens,100.0,80.44444444444444,0.0,Ecuador,EC,ECU,
1.0,37.0,1.0,3.0,5.0,8,R_1d0nGGJuWsxgHAm,ecuador,1,PluralIgnorance,100.0,72.22222222222223,8.0,Ecuador,EC,ECU,0.6254166305675863
1.0,23.0,3.0,2.0,1.0,6,R_29glHq767tw9rlQ,ecuador,1,SystemJust,32.666666666666664,81.77777777777777,2.0,Ecuador,EC,ECU,0.9990036443540296
1.0,38.0,2.0,4.0,3.0,4,R_yscdCuW7PofnsaJ,ecuador,1,SciConsens,100.0,74.44444444444444,8.0,Ecuador,EC,ECU,1.1539542711092283
1.0,39.0,1.0,3.0,7.0,11,R_2c7rbYGYzcdt4Sg,ecuador,1,FutureSelfCont,96.75,87.88888888888889,0.0,Ecuador,EC,ECU,0.9354964384248758
,30.0,2.0,2.0,9.0,2,R_1Qz6JPwuZjO8DNH,ecuador,1,Identity-Social-Norms-Intervention,47.5,61.11111111111112,2.0,Ecuador,EC,ECU,
1.0,38.0,1.0,3.0,8.0,2,R_BsToOQDCM3Zim5j,ecuador,1,Identity-Social-Norms-Intervention,98.25,96.0,0.0,Ecuador,EC,ECU,1.1966697274056108
1.0,31.0,2.0,3.0,3.0,7,R_2yaBCg8Y5dW0W37,ecuador,1,PsychDistance,76.5,49.888888888888886,0.0,Ecuador,EC,ECU,0.6132520902796692
0.0,29.0,1.0,3.0,5.0,12,R_27TEvZgsXFFAgpM,ecuador,1,BindingMoral,79.25,72.66666666666667,2.0,Ecuador,EC,ECU,0.051687229605400696
,52.0,1.0,3.0,5.0,8,R_W0pYrcf7gHtj8gF,ecuador,1,PluralIgnorance,88.25,81.33333333333333,8.0,Ecuador,EC,ECU,
1.0,36.0,1.0,3.0,4.0,11,R_1jQhHaLPwfSFw0k,ecuador,1,FutureSelfCont,93.5,85.0,8.0,Ecuador,EC,ECU,0.9097280270723073
1.0,37.0,1.0,3.0,4.0,9,R_2CCz9u9K1HS1E2h,ecuador,1,Letter2Future,100.0,80.66666666666667,3.0,Ecuador,EC,ECU,0.8738913118138132
1.0,46.0,1.0,3.0,7.0,11,R_114HoHlSWZ6vrNS,ecuador,1,FutureSelfCont,100.0,100.0,8.0,Ecuador,EC,ECU,0.793615852948143
1.0,28.0,2.0,3.0,3.0,7,R_1CycakEAoztzNhP,ecuador,1,PsychDistance,99.25,74.44444444444444,8.0,Ecuador,EC,ECU,0.9546072171786569
1.0,21.0,1.0,3.0,1.0,9,R_3jV6YxTR1oCaegG,ecuador,1,Letter2Future,87.75,68.125,8.0,Ecuador,EC,ECU,0.8660391912946184
,21.0,2.0,2.0,1.0,10,R_3p4uwT3qaTyL2D6,ecuador,1,DynamicNorm,27.0,,0.0,Ecuador,EC,ECU,
1.0,29.0,1.0,3.0,6.0,9,R_2XnQA2T2hRmDawE,ecuador,1,Letter2Future,85.25,66.22222222222223,2.0,Ecuador,EC,ECU,0.9138648552016667
1.0,33.0,1.0,3.0,1.0,12,R_d0uNUiuN0nLeAjT,ecuador,1,BindingMoral,99.25,99.77777777777776,1.0,Ecuador,EC,ECU,1.005238103018593
1.0,24.0,2.0,3.0,1.0,10,R_2bOU6CkMmUp0yy4,ecuador,1,DynamicNorm,100.0,91.66666666666669,1.0,Ecuador,EC,ECU,1.035865502831344
1.0,50.0,1.0,3.0,5.0,3,R_1MKA8elR408rza3,ecuador,1,NegativeEmotions,93.75,91.75,3.0,Ecuador,EC,ECU,0.6985828926025099
1.0,24.0,2.0,3.0,5.0,4,R_1q4eRyGhJoWlzfA,ecuador,1,SciConsens,93.5,56.888888888888886,8.0,Ecuador,EC,ECU,0.7616442268924134
1.0,41.0,2.0,3.0,6.0,4,R_3fDeo50c67bXoWl,ecuador,1,SciConsens,100.0,100.0,1.0,Ecuador,EC,ECU,0.796211677903991
1.0,26.0,1.0,3.0,7.0,11,R_2zZLdOWLsJjexaU,ecuador,1,FutureSelfCont,86.75,88.33333333333333,1.0,Ecuador,EC,ECU,0.9153342345329765
1.0,45.0,1.0,3.0,1.0,9,R_8G75hBHrcvvg1mp,ecuador,1,Letter2Future,71.5,67.22222222222223,2.0,Ecuador,EC,ECU,0.9708232160720576
1.0,26.0,1.0,3.0,1.0,7,R_do6dv201YAHDx29,ecuador,1,PsychDistance,98.75,100.0,8.0,Ecuador,EC,ECU,0.911507859491989
1.0,34.0,1.0,3.0,1.0,4,R_1C2den8AqeqmMxV,ecuador,1,SciConsens,94.75,90.11111111111111,2.0,Ecuador,EC,ECU,1.2593438175845812
,39.0,2.0,4.0,4.0,5,R_2nvDezXQKRxrPQ5,ecuador,1,CollectAction,78.5,67.0,0.0,Ecuador,EC,ECU,
1.0,51.0,2.0,3.0,1.0,8,R_p0MxwZVkn9o1FrX,ecuador,1,PluralIgnorance,63.5,44.44444444444444,8.0,Ecuador,EC,ECU,1.0705607573287688
0.0,39.0,2.0,3.0,4.0,1,R_1n2aLhEbVNbx3io,ecuador,1,Control,100.0,79.0,5.0,Ecuador,EC,ECU,-0.1714379035153174
1.0,48.0,1.0,4.0,1.0,10,R_3KSKKVl2l05yuft,ecuador,1,DynamicNorm,100.0,76.0,3.0,Ecuador,EC,ECU,0.9019852147981464
1.0,41.0,4.0,5.0,9.0,9,R_AbR155cotTJthF7,ecuador,1,Letter2Future,55.5,55.5,0.0,Ecuador,EC,ECU,0.8313182006063593
1.0,30.0,1.0,3.0,3.0,6,R_Q9BLrOY2goCM9ix,ecuador,1,SystemJust,96.0,73.22222222222223,8.0,Ecuador,EC,ECU,1.1431442495957425
,37.0,1.0,2.0,5.0,4,R_OIpx8oHPFUR1R6N,ecuador,1,SciConsens,86.25,60.55555555555556,5.0,Ecuador,EC,ECU,
0.0,39.0,1.0,3.0,1.0,6,R_ZKrPI6Cvxvyj8ch,ecuador,1,SystemJust,100.0,62.5,1.0,Ecuador,EC,ECU,-0.13554481239784336
1.0,28.0,2.0,4.0,1.0,7,R_3psC4MUxzSZv1Rq,ecuador,1,PsychDistance,99.75,94.75,8.0,Ecuador,EC,ECU,1.3407319738476258
0.0,37.0,2.0,4.0,6.0,2,R_OBR3nSF3WBsM77j,ecuador,1,Identity-Social-Norms-Intervention,84.75,78.88888888888889,8.0,Ecuador,EC,ECU,-0.04954687108178152
1.0,37.0,1.0,2.0,1.0,10,R_1rcR13LRAkP8a7U,ecuador,1,DynamicNorm,100.0,90.55555555555556,2.0,Ecuador,EC,ECU,0.9109907915491346
1.0,25.0,2.0,3.0,1.0,11,R_3OesAOurx8toTtu,ecuador,1,FutureSelfCont,100.0,86.22222222222223,8.0,Ecuador,EC,ECU,0.8294320464762012
0.0,41.0,2.0,3.0,6.0,1,R_3h4IUNz799Aszkh,ecuador,1,Control,11.0,38.22222222222222,2.0,Ecuador,EC,ECU,0.06027942392304862
1.0,59.0,2.0,2.0,1.0,6,R_3fuRTQDz0hAKToS,ecuador,1,SystemJust,90.25,91.66666666666669,0.0,Ecuador,EC,ECU,1.0343015546301364
1.0,61.0,2.0,3.0,1.0,4,R_1NFjfBRGYnYKauC,ecuador,1,SciConsens,100.0,100.0,8.0,Ecuador,EC,ECU,1.0987848839174426
1.0,27.0,4.0,2.0,3.0,3,R_2aDpri1LOCLiGr6,ecuador,1,NegativeEmotions,100.0,90.0,8.0,Ecuador,EC,ECU,0.979671092954815
1.0,44.0,1.0,3.0,7.0,4,R_3326tRPpQDhwNpR,ecuador,1,SciConsens,84.75,73.66666666666667,8.0,Ecuador,EC,ECU,0.9658061320969783
1.0,18.0,1.0,2.0,2.0,1,R_12SbgNOyaFtcMqK,ecuador,1,Control,99.75,99.71428571428572,8.0,Ecuador,EC,ECU,1.2017987979906548
,28.0,1.0,3.0,8.0,5,R_XNbZ8TPX8h3I2OJ,ecuador,1,CollectAction,100.0,79.77777777777777,1.0,Ecuador,EC,ECU,
1.0,51.0,1.0,4.0,6.0,12,R_1kH4H5wqoaHYPsn,ecuador,1,BindingMoral,100.0,100.0,8.0,Ecuador,EC,ECU,1.0765170505988833
1.0,39.0,1.0,4.0,1.0,8,R_2YFEMMERL6qN5iP,ecuador,1,PluralIgnorance,70.0,66.88888888888889,8.0,Ecuador,EC,ECU,1.0572464916700242
1.0,36.0,1.0,3.0,6.0,6,R_3oTHAXy19ykIi9Y,ecuador,1,SystemJust,92.25,94.0,8.0,Ecuador,EC,ECU,1.130343172659165
,43.0,2.0,4.0,9.0,3,R_2433XvIpJPEmTWr,ecuador,1,NegativeEmotions,74.25,66.33333333333333,7.0,Ecuador,EC,ECU,
,36.0,2.0,2.0,3.0,2,R_2VBxspF5XGKCvyl,ecuador,1,Identity-Social-Norms-Intervention,52.75,67.875,2.0,Ecuador,EC,ECU,
1.0,39.0,2.0,3.0,9.0,8,R_1OIBLTbbjEHUH7O,ecuador,1,PluralIgnorance,100.0,75.88888888888889,0.0,Ecuador,EC,ECU,1.0997181712043353
1.0,33.0,1.0,3.0,6.0,1,R_2QhVl7sZDyGJMJI,ecuador,1,Control,80.5,80.0,8.0,Ecuador,EC,ECU,1.09730285918439
1.0,46.0,3.0,3.0,4.0,7,R_23ZUSKsiIkYMkUw,ecuador,1,PsychDistance,85.75,89.0,8.0,Ecuador,EC,ECU,0.949907665836815
1.0,19.0,2.0,3.0,2.0,11,R_a052O2Xk8urGgrn,ecuador,1,FutureSelfCont,85.5,70.5,8.0,Ecuador,EC,ECU,1.1158867492246047
1.0,36.0,2.0,3.0,6.0,9,R_2uF2i0pNBH9gcyK,ecuador,1,Letter2Future,100.0,95.88888888888889,8.0,Ecuador,EC,ECU,1.117845912305447
1.0,30.0,2.0,3.0,6.0,12,R_31Y5VxNyOhVtujh,ecuador,1,BindingMoral,96.25,84.44444444444444,8.0,Ecuador,EC,ECU,1.1326114205982707
1.0,41.0,2.0,3.0,6.0,4,R_1gBaYnQyqP2rFKk,ecuador,1,SciConsens,10.75,10.22222222222222,2.0,Ecuador,EC,ECU,1.0873396577064964
1.0,60.0,1.0,3.0,2.0,2,R_2PoK9Il27nfH46L,ecuador,1,Identity-Social-Norms-Intervention,48.25,52.55555555555556,0.0,Ecuador,EC,ECU,0.6704679007741915
1.0,37.0,2.0,3.0,4.0,9,R_10GddNpjIEkC7ii,ecuador,1,Letter2Future,62.0,76.88888888888889,8.0,Ecuador,EC,ECU,0.6318759820349424
1.0,44.0,2.0,4.0,6.0,10,R_1H14YGGhzbibUEk,ecuador,1,DynamicNorm,74.25,71.88888888888889,3.0,Ecuador,EC,ECU,0.9685821746912695
1.0,55.0,1.0,3.0,8.0,8,R_24wHUs7t0dFRQ4n,ecuador,1,PluralIgnorance,68.0,64.22222222222223,8.0,Ecuador,EC,ECU,0.8950369352785456
,52.0,1.0,3.0,1.0,6,R_2ATOi7KNz40hfyg,ecuador,1,SystemJust,84.25,70.0,7.0,Ecuador,EC,ECU,
1.0,32.0,1.0,3.0,8.0,12,R_3NUugLHaJRFRltn,ecuador,1,BindingMoral,80.25,89.44444444444444,1.0,Ecuador,EC,ECU,1.1332142963900882
1.0,49.0,2.0,3.0,5.0,12,R_3PMjE7mntB0PVpJ,ecuador,1,BindingMoral,84.5,77.66666666666667,8.0,Ecuador,EC,ECU,0.9221849090175581
1.0,48.0,2.0,2.0,2.0,9,R_2dGEDyOPfTnEfbo,ecuador,1,Letter2Future,100.0,65.33333333333333,8.0,Ecuador,EC,ECU,0.9737583510852403
1.0,53.0,2.0,3.0,2.0,8,R_t0vq7Sbyo8dIXxD,ecuador,1,PluralIgnorance,88.75,88.33333333333333,3.0,Ecuador,EC,ECU,1.1926767714183426
1.0,37.0,2.0,2.0,2.0,6,R_dcg4JEn6gVs0vPb,ecuador,1,SystemJust,92.25,69.22222222222223,8.0,Ecuador,EC,ECU,0.8085347830666945
1.0,34.0,2.0,3.0,1.0,4,R_2UghpkqtZeaqCyI,ecuador,1,SciConsens,77.75,50.375,2.0,Ecuador,EC,ECU,0.8951388123447992
1.0,36.0,1.0,3.0,8.0,10,R_3mjWarhFczQfxtI,ecuador,1,DynamicNorm,100.0,71.22222222222223,8.0,Ecuador,EC,ECU,1.3378251557424523
1.0,24.0,1.0,3.0,3.0,8,R_1C1JZOoReQEtC4M,ecuador,1,PluralIgnorance,98.25,88.44444444444444,8.0,Ecuador,EC,ECU,0.9974089575247008
,23.0,1.0,3.0,5.0,5,R_1nPbl7YespmIcPQ,ecuador,1,CollectAction,41.0,31.0,0.0,Ecuador,EC,ECU,
1.0,23.0,2.0,2.0,4.0,4,R_1hLkb5JxoEExROq,ecuador,1,SciConsens,100.0,100.0,8.0,Ecuador,EC,ECU,1.1687722150482822
1.0,52.0,1.0,3.0,8.0,6,R_3O9dtSuGvz5xdOX,ecuador,1,SystemJust,99.75,85.55555555555556,0.0,Ecuador,EC,ECU,0.982952470117329
1.0,35.0,2.0,3.0,2.0,2,R_DGFpbh6l5LF8VCV,ecuador,1,Identity-Social-Norms-Intervention,95.25,81.125,0.0,Ecuador,EC,ECU,1.0653309002268843
1.0,30.0,1.0,4.0,2.0,3,R_2zl5Nlq77UROiOG,ecuador,1,NegativeEmotions,65.75,34.888888888888886,0.0,Ecuador,EC,ECU,1.031223698893286
,33.0,1.0,2.0,3.0,9,R_1C27vACaJFdrgmA,ecuador,1,Letter2Future,81.5,69.625,3.0,Ecuador,EC,ECU,
0.0,44.0,1.0,3.0,7.0,5,R_2zvxPtwUp7MEbmw,ecuador,1,CollectAction,68.75,74.77777777777777,8.0,Ecuador,EC,ECU,0.04092415546058955
1.0,33.0,2.0,3.0,3.0,1,R_PBuPAD34tQsC0G5,ecuador,1,Control,100.0,72.375,0.0,Ecuador,EC,ECU,0.9825842347787346
1.0,30.0,1.0,3.0,8.0,1,R_2D8igkaTl8PDBEu,ecuador,1,Control,100.0,87.5,3.0,Ecuador,EC,ECU,0.9406896673280726
1.0,40.0,1.0,3.0,3.0,11,R_Wv7E68Qq6nVViMN,ecuador,1,FutureSelfCont,81.75,87.66666666666667,8.0,Ecuador,EC,ECU,1.0734815041043015
1.0,41.0,2.0,3.0,7.0,2,R_4ORnQw3ZSkUJlPX,ecuador,1,Identity-Social-Norms-Intervention,100.0,87.0,1.0,Ecuador,EC,ECU,1.0403564580320526
,31.0,1.0,3.0,2.0,6,R_1QAgPNKdYthJyh5,ecuador,1,SystemJust,88.75,72.11111111111111,7.0,Ecuador,EC,ECU,
0.0,45.0,1.0,3.0,2.0,8,R_2rYESMJHAh4Ughe,ecuador,1,PluralIgnorance,58.0,51.333333333333336,0.0,Ecuador,EC,ECU,-0.1190217491807384
1.0,30.0,1.0,3.0,3.0,3,R_PYvCabxydpF10k1,ecuador,1,NegativeEmotions,20.75,46.77777777777778,0.0,Ecuador,EC,ECU,1.1013861000078602
1.0,27.0,1.0,3.0,6.0,3,R_7QVBwF7dyTYvqWB,ecuador,1,NegativeEmotions,90.0,86.0,0.0,Ecuador,EC,ECU,0.9369460329258952
1.0,21.0,2.0,3.0,1.0,10,R_1exgqWNHxl6fvoW,ecuador,1,DynamicNorm,92.0,82.44444444444444,1.0,Ecuador,EC,ECU,0.8547915373034796
1.0,30.0,2.0,3.0,3.0,2,R_1IRjR4p4AcathxJ,ecuador,1,Identity-Social-Norms-Intervention,100.0,83.66666666666667,0.0,Ecuador,EC,ECU,1.154970929191824
,33.0,1.0,3.0,3.0,9,R_2thAQWuh7ZOM8hg,ecuador,1,Letter2Future,50.5,47.75,1.0,Ecuador,EC,ECU,
1.0,46.0,2.0,4.0,1.0,5,R_2zOs6s8D5Tsqqcr,ecuador,1,CollectAction,98.5,59.77777777777778,8.0,Ecuador,EC,ECU,1.0773979021218771
1.0,27.0,1.0,3.0,9.0,5,R_3HOnGJCcAAFPMFS,ecuador,1,CollectAction,43.5,34.888888888888886,7.0,Ecuador,EC,ECU,0.9250791073348459
1.0,27.0,2.0,3.0,1.0,8,R_3iU2SxHRBD79TOz,ecuador,1,PluralIgnorance,81.0,87.66666666666667,8.0,Ecuador,EC,ECU,1.0261491419094322
,30.0,1.0,2.0,9.0,1,R_2SAp6mr9jBBC8K6,ecuador,1,Control,100.0,100.0,0.0,Ecuador,EC,ECU,
,22.0,2.0,2.0,1.0,10,R_1Nn2lvD1tKsF38P,ecuador,1,DynamicNorm,88.5,60.66666666666666,0.0,Ecuador,EC,ECU,
