share_sm,age,gender,education_level,income_level,cond,ResponseId,country,finished,condName,belief_in_cc,policy_support,wept,country_standard,alpha2,alpha3,share_sm_jittered
1.0,20.0,1.0,3.0,3.0,5,R_bRBCEUk0z4EnQHw,kenya,1,CollectAction,56.0,55.11111111111112,8.0,Kenya,KE,KEN,0.9589751625307675
1.0,20.0,1.0,3.0,1.0,3,R_cf6QW7JyYiTZTU9,kenya,1,NegativeEmotions,100.0,83.77777777777777,8.0,Kenya,KE,KEN,1.090725576854995
1.0,22.0,1.0,3.0,3.0,12,R_b6U0wboP1420fOf,kenya,1,BindingMoral,75.5,64.66666666666667,8.0,Kenya,KE,KEN,1.1245423849720404
1.0,24.0,1.0,3.0,2.0,1,R_gkCRwKklvmfp7iZ,kenya,1,Control,85.75,54.77777777777778,8.0,Kenya,KE,KEN,0.960570671793492
1.0,20.0,1.0,3.0,2.0,7,R_fORf0Y8XqHs4hc9,kenya,1,PsychDistance,87.0,69.88888888888889,8.0,Kenya,KE,KEN,1.1430516502041161
1.0,19.0,2.0,3.0,2.0,11,R_hsmOv8dlZffCRDH,kenya,1,FutureSelfCont,79.0,54.888888888888886,8.0,Kenya,KE,KEN,0.8854414169628071
1.0,21.0,1.0,3.0,2.0,10,R_aVVbEKCoJAKu3ZI,kenya,1,DynamicNorm,71.0,90.0,8.0,Kenya,KE,KEN,1.2097005320629142
1.0,22.0,1.0,3.0,3.0,6,R_iU5eZgWZ7JfACJk,kenya,1,SystemJust,100.0,78.22222222222223,8.0,Kenya,KE,KEN,0.7814438772566181
1.0,26.0,2.0,3.0,5.0,9,R_jI4LAVxiWr8yhIw,kenya,1,Letter2Future,93.0,71.22222222222223,0.0,Kenya,KE,KEN,0.871564360627424
,23.0,1.0,3.0,1.0,7,R_0RWFAYfTZBRnYdU,kenya,1,PsychDistance,100.0,78.11111111111111,8.0,Kenya,KE,KEN,
0.0,22.0,1.0,3.0,1.0,4,R_2UvvOOTGrOSlJJD,kenya,1,SciConsens,68.75,69.11111111111111,8.0,Kenya,KE,KEN,0.013623256056058063
1.0,20.0,1.0,3.0,1.0,11,R_1yogjYr6zmL5H9t,kenya,1,FutureSelfCont,67.5,60.55555555555556,8.0,Kenya,KE,KEN,1.2893506902668925
0.0,20.0,1.0,3.0,1.0,7,R_0YdF5ro4S305JER,kenya,1,PsychDistance,65.0,59.77777777777778,8.0,Kenya,KE,KEN,-0.2719985003784552
1.0,20.0,2.0,3.0,3.0,7,R_kLRlv77mXh0Svyx,kenya,1,PsychDistance,82.0,84.0,8.0,Kenya,KE,KEN,1.2643805759687494
1.0,20.0,2.0,3.0,2.0,4,R_chQgUnTUP60voDe,kenya,1,SciConsens,71.0,69.11111111111111,8.0,Kenya,KE,KEN,1.0673416313633626
1.0,21.0,1.0,3.0,1.0,11,R_jDoLfpyvGHn1J0d,kenya,1,FutureSelfCont,100.0,58.22222222222222,8.0,Kenya,KE,KEN,0.9591697191670592
,24.0,2.0,2.0,1.0,4,R_89ZNznaMSntWNji,kenya,1,SciConsens,88.75,46.77777777777778,8.0,Kenya,KE,KEN,
1.0,22.0,2.0,3.0,2.0,6,R_4YQvbsNtVUPXTcI,kenya,1,SystemJust,80.0,93.33333333333331,2.0,Kenya,KE,KEN,1.1106641441091685
1.0,22.0,2.0,3.0,7.0,12,R_9W1zqr53mhwR7NB,kenya,1,BindingMoral,83.25,70.22222222222223,1.0,Kenya,KE,KEN,1.2720149999667791
1.0,21.0,2.0,3.0,1.0,7,R_aIF2lwvV8JhwKv2,kenya,1,PsychDistance,95.75,81.66666666666667,8.0,Kenya,KE,KEN,1.1425174759235597
,20.0,2.0,3.0,1.0,1,R_1UJXfDX70rQKdF8,kenya,1,Control,64.5,28.444444444444443,8.0,Kenya,KE,KEN,
1.0,47.0,1.0,3.0,8.0,6,R_5muSPHImYbcqVNN,kenya,1,SystemJust,97.25,96.0,6.0,Kenya,KE,KEN,0.8689758182117432
1.0,36.0,2.0,3.0,3.0,11,R_cYHhUcb2C0spnI7,kenya,1,FutureSelfCont,100.0,65.83333333333333,3.0,Kenya,KE,KEN,0.9373775491810539
1.0,41.0,1.0,3.0,1.0,7,R_8U5xDILuumqiDk1,kenya,1,PsychDistance,100.0,73.5,4.0,Kenya,KE,KEN,0.9504690788978928
1.0,27.0,2.0,3.0,7.0,2,R_2OzuhZN5dJwEVXf,kenya,1,Identity-Social-Norms-Intervention,93.25,71.88888888888889,8.0,Kenya,KE,KEN,1.3121518408365593
0.0,27.0,1.0,3.0,1.0,9,R_2NcRwmlyLqh8WR8,kenya,1,Letter2Future,89.0,55.22222222222222,8.0,Kenya,KE,KEN,0.09422303753800246
1.0,24.0,1.0,3.0,1.0,9,R_fwxG2I2diM8Hx9K,kenya,1,Letter2Future,85.75,71.11111111111111,8.0,Kenya,KE,KEN,0.8445544294206472
1.0,20.0,1.0,3.0,1.0,4,R_aaSNL7IFeajjwCK,kenya,1,SciConsens,88.25,75.44444444444444,8.0,Kenya,KE,KEN,1.099649239563129
1.0,20.0,1.0,3.0,2.0,1,R_djN8gceKW7ZLt07,kenya,1,Control,54.5,58.55555555555556,8.0,Kenya,KE,KEN,1.0032576117565954
1.0,22.0,1.0,3.0,1.0,7,R_m9kzb2WLNVoFXUJ,kenya,1,PsychDistance,65.75,57.44444444444444,8.0,Kenya,KE,KEN,1.0717473269855329
1.0,25.0,1.0,3.0,1.0,11,R_jO8u5vlYikmcuZr,kenya,1,FutureSelfCont,64.25,64.22222222222223,8.0,Kenya,KE,KEN,1.1731029862578624
1.0,23.0,1.0,3.0,2.0,3,R_nJOMeT5PSRtTxLv,kenya,1,NegativeEmotions,87.5,61.0,8.0,Kenya,KE,KEN,0.9246580317190051
0.0,20.0,2.0,3.0,9.0,1,R_40kGTF4FKoq2IzT,kenya,1,Control,100.0,51.0,3.0,Kenya,KE,KEN,-0.035892999613330354
1.0,26.0,2.0,3.0,2.0,5,R_8NvHYpCFHBRSgEF,kenya,1,CollectAction,100.0,100.0,8.0,Kenya,KE,KEN,0.9509424623432058
1.0,22.0,2.0,3.0,2.0,11,R_8zjZIlFOmJKwz05,kenya,1,FutureSelfCont,17.0,55.333333333333336,0.0,Kenya,KE,KEN,1.0462515219544426
1.0,23.0,2.0,3.0,4.0,11,R_dUGzUhIE0DmPUxS,kenya,1,FutureSelfCont,100.0,100.0,8.0,Kenya,KE,KEN,0.9519932408648163
,19.0,2.0,3.0,9.0,4,R_7joTV1QkDFN3eVB,kenya,1,SciConsens,100.0,52.44444444444444,1.0,Kenya,KE,KEN,
1.0,19.0,2.0,3.0,9.0,9,R_62tVwVAZZ05bNsR,kenya,1,Letter2Future,99.75,99.88888888888889,0.0,Kenya,KE,KEN,0.7839720393484956
1.0,21.0,2.0,3.0,3.0,10,R_7DKSST7Cz8t8oYl,kenya,1,DynamicNorm,46.25,59.55555555555556,1.0,Kenya,KE,KEN,1.413983187664972
1.0,20.0,2.0,2.0,9.0,9,R_nA4IrvJpujNe0WH,kenya,1,Letter2Future,93.75,89.85714285714286,0.0,Kenya,KE,KEN,1.0846863812200442
,19.0,2.0,2.0,9.0,12,R_717HG0YVYZSmm85,kenya,1,BindingMoral,83.75,66.88888888888889,0.0,Kenya,KE,KEN,
1.0,22.0,1.0,3.0,2.0,12,R_4W01Qwrg7DK42OI,kenya,1,BindingMoral,86.25,59.77777777777778,1.0,Kenya,KE,KEN,1.0599250657394315
1.0,23.0,2.0,3.0,1.0,2,R_nUoYQLj5CkrRQVg,kenya,1,Identity-Social-Norms-Intervention,84.25,92.66666666666669,4.0,Kenya,KE,KEN,1.2139815623682702
,24.0,2.0,3.0,9.0,9,R_7QMuTiBe03gjzZe,kenya,1,Letter2Future,63.75,73.5,1.0,Kenya,KE,KEN,
,22.0,2.0,3.0,9.0,1,R_f1yrN9kSAlhVDNd,kenya,1,Control,48.5,61.22222222222222,1.0,Kenya,KE,KEN,
1.0,21.0,2.0,3.0,1.0,10,R_elXrv5Lsn2iiKfT,kenya,1,DynamicNorm,87.0,72.77777777777777,0.0,Kenya,KE,KEN,0.9150085622906464
1.0,20.0,2.0,3.0,9.0,7,R_iq0xlPApfJ4ahuS,kenya,1,PsychDistance,91.25,100.0,0.0,Kenya,KE,KEN,0.9607695103804887
1.0,24.0,1.0,3.0,1.0,11,R_dLFeIjSKbcwfqni,kenya,1,FutureSelfCont,100.0,99.33333333333331,0.0,Kenya,KE,KEN,1.1516511520540769
1.0,20.0,2.0,3.0,1.0,12,R_lrvZxqXv3OpNtJR,kenya,1,BindingMoral,100.0,98.44444444444444,0.0,Kenya,KE,KEN,1.0650071659222493
1.0,23.0,1.0,3.0,4.0,3,R_juB9jMWod8WA67j,kenya,1,NegativeEmotions,95.0,99.875,1.0,Kenya,KE,KEN,1.0318247992129108
1.0,22.0,1.0,3.0,4.0,3,R_7USK9NRRLzs1KLr,kenya,1,NegativeEmotions,99.5,44.22222222222222,2.0,Kenya,KE,KEN,1.109347684059876
1.0,24.0,2.0,3.0,2.0,12,R_0dlSn0Z8dM25q4C,kenya,1,BindingMoral,100.0,76.55555555555556,0.0,Kenya,KE,KEN,0.9367171294927986
1.0,18.0,2.0,3.0,9.0,2,R_oTAjEO3aw6JDSXW,kenya,1,Identity-Social-Norms-Intervention,85.5,82.0,0.0,Kenya,KE,KEN,1.3163345553353283
1.0,21.0,2.0,3.0,2.0,7,R_oHzs97asd8IkrG5,kenya,1,PsychDistance,93.25,54.285714285714285,0.0,Kenya,KE,KEN,1.0591340245041572
1.0,21.0,2.0,2.0,9.0,7,R_k4RwY7kY3fDNq8Q,kenya,1,PsychDistance,44.25,48.22222222222222,8.0,Kenya,KE,KEN,0.9199047480881282
1.0,22.0,1.0,3.0,2.0,10,R_2OL632fBuvuiS1F,kenya,1,DynamicNorm,86.5,58.25,2.0,Kenya,KE,KEN,1.2693775108788694
1.0,23.0,2.0,3.0,3.0,7,R_bQz7ifFv33MqZFZ,kenya,1,PsychDistance,88.5,60.888888888888886,1.0,Kenya,KE,KEN,0.7757560140284749
1.0,21.0,2.0,3.0,9.0,10,R_2mpfH1Pl5yBU6lc,kenya,1,DynamicNorm,88.75,57.55555555555556,1.0,Kenya,KE,KEN,1.0152637543851413
1.0,20.0,2.0,3.0,9.0,5,R_ao1y9gcBgpNGf93,kenya,1,CollectAction,75.75,62.16666666666666,2.0,Kenya,KE,KEN,0.9282314283695924
1.0,23.0,1.0,3.0,1.0,7,R_7xhEF32Merj3ylF,kenya,1,PsychDistance,100.0,95.11111111111111,1.0,Kenya,KE,KEN,0.8076786772462355
1.0,22.0,2.0,3.0,3.0,7,R_cbqRi5R8UhaV4Ma,kenya,1,PsychDistance,100.0,74.11111111111111,0.0,Kenya,KE,KEN,1.0606927539159854
1.0,20.0,2.0,3.0,1.0,1,R_5h7HTfvwzH3mggO,kenya,1,Control,78.5,75.77777777777777,0.0,Kenya,KE,KEN,0.8351434208143323
1.0,19.0,2.0,3.0,2.0,10,R_c4tCbOWBsvMsIYb,kenya,1,DynamicNorm,97.75,58.25,0.0,Kenya,KE,KEN,1.0065564670730003
1.0,20.0,2.0,3.0,9.0,5,R_9Il58cm1PfO6TVe,kenya,1,CollectAction,74.25,74.0,8.0,Kenya,KE,KEN,1.0378448718945135
1.0,22.0,1.0,3.0,5.0,9,R_9CkccstZRWoRn7p,kenya,1,Letter2Future,87.0,84.33333333333333,8.0,Kenya,KE,KEN,0.9073064276028384
1.0,21.0,2.0,3.0,2.0,6,R_ltlIhn9IuOLg0X7,kenya,1,SystemJust,37.0,100.0,0.0,Kenya,KE,KEN,0.9133807673582375
0.0,38.0,2.0,3.0,9.0,10,R_8eUBwhSE5gJvDh5,kenya,1,DynamicNorm,86.0,68.88888888888889,8.0,Kenya,KE,KEN,-0.12917451731941698
1.0,21.0,1.0,3.0,5.0,11,R_79zZkL7TlUQ1bJ9,kenya,1,FutureSelfCont,100.0,80.33333333333333,8.0,Kenya,KE,KEN,0.9860129432060559
0.0,27.0,2.0,3.0,4.0,2,R_6jCAZmYY053Rcff,kenya,1,Identity-Social-Norms-Intervention,67.75,52.44444444444444,8.0,Kenya,KE,KEN,-0.07800141709732406
1.0,23.0,1.0,3.0,2.0,4,R_1exg7jKxky9rQp3,kenya,1,SciConsens,99.5,99.33333333333331,8.0,Kenya,KE,KEN,1.2191184202178376
0.0,23.0,1.0,3.0,8.0,5,R_7h6s4bz4y5oA3me,kenya,1,CollectAction,100.0,100.0,8.0,Kenya,KE,KEN,0.19486056119706047
1.0,22.0,1.0,3.0,5.0,6,R_7EFwdtT2pzKeiE0,kenya,1,SystemJust,100.0,66.55555555555556,8.0,Kenya,KE,KEN,1.0538042157309246
1.0,24.0,1.0,3.0,6.0,9,R_bK6kPNV93tDZDVe,kenya,1,Letter2Future,100.0,99.88888888888889,8.0,Kenya,KE,KEN,1.198167855830597
1.0,26.0,1.0,3.0,4.0,2,R_9x4ebUUcbF4U5aY,kenya,1,Identity-Social-Norms-Intervention,96.5,95.77777777777776,8.0,Kenya,KE,KEN,0.9489316489828948
1.0,23.0,1.0,3.0,6.0,7,R_25bygloPaLRhwuI,kenya,1,PsychDistance,100.0,85.5,6.0,Kenya,KE,KEN,0.8802074325104795
1.0,26.0,1.0,3.0,5.0,9,R_eXzaiisCJCO7RcF,kenya,1,Letter2Future,100.0,100.0,8.0,Kenya,KE,KEN,1.212390586271414
,39.0,2.0,3.0,8.0,7,R_01JPz7PTX0yb8N2,kenya,1,PsychDistance,92.75,36.875,8.0,Kenya,KE,KEN,
1.0,40.0,1.0,3.0,1.0,5,R_a011LJQcPqRfzIV,kenya,1,CollectAction,98.25,76.33333333333333,8.0,Kenya,KE,KEN,1.2630651532020334
1.0,43.0,2.0,2.0,8.0,5,R_cycmG2WP9zBQJRB,kenya,1,CollectAction,100.0,59.22222222222222,8.0,Kenya,KE,KEN,0.9014616765034836
1.0,35.0,2.0,2.0,4.0,3,R_9a8Se86Nm7c4Nj7,kenya,1,NegativeEmotions,100.0,56.625,8.0,Kenya,KE,KEN,0.886780729225793
1.0,46.0,2.0,2.0,3.0,6,R_lrpWFkmjXbsRuq4,kenya,1,SystemJust,100.0,56.333333333333336,8.0,Kenya,KE,KEN,1.1934392093701964
,26.0,2.0,3.0,4.0,2,R_1mMF8QZKxA9TJYL,kenya,1,Identity-Social-Norms-Intervention,91.5,61.333333333333336,8.0,Kenya,KE,KEN,
,25.0,2.0,3.0,4.0,1,R_ihXWKgo4gIWjmoe,kenya,1,Control,95.25,53.11111111111112,8.0,Kenya,KE,KEN,
1.0,25.0,1.0,3.0,2.0,9,R_8pkQmwuMkP48C5h,kenya,1,Letter2Future,70.0,73.33333333333333,8.0,Kenya,KE,KEN,1.1377697797005968
1.0,25.0,2.0,3.0,5.0,3,R_9YsBSfXS41enBTz,kenya,1,NegativeEmotions,100.0,13.88888888888889,8.0,Kenya,KE,KEN,0.8477635758497004
1.0,28.0,1.0,3.0,3.0,4,R_aHoCB8qquVSenFv,kenya,1,SciConsens,100.0,74.125,8.0,Kenya,KE,KEN,1.2583776167102465
0.0,19.0,1.0,3.0,4.0,6,R_dymD7DGSldMVjfn,kenya,1,SystemJust,95.25,59.55555555555556,8.0,Kenya,KE,KEN,0.21487625858370363
1.0,18.0,1.0,3.0,3.0,9,R_cYAgkEUUdyqcYY9,kenya,1,Letter2Future,69.75,100.0,8.0,Kenya,KE,KEN,0.5784449323755891
1.0,21.0,2.0,3.0,2.0,4,R_2SbYuUzOXDQZyMX,kenya,1,SciConsens,84.0,64.77777777777777,8.0,Kenya,KE,KEN,1.0630061872889043
0.0,20.0,2.0,3.0,1.0,5,R_9q7YXTyxltBm93O,kenya,1,CollectAction,79.5,59.333333333333336,8.0,Kenya,KE,KEN,0.13065120097602995
,39.0,2.0,3.0,6.0,4,R_cwYHcGGp2OHs4xW,kenya,1,SciConsens,61.5,65.77777777777777,8.0,Kenya,KE,KEN,
1.0,35.0,1.0,3.0,6.0,9,R_k4MdkuqTO3QZAz6,kenya,1,Letter2Future,64.0,66.33333333333333,8.0,Kenya,KE,KEN,0.8253653132092046
1.0,40.0,2.0,2.0,2.0,11,R_2HPWLw4yCTnLcY6,kenya,1,FutureSelfCont,98.75,60.11111111111112,8.0,Kenya,KE,KEN,0.984061773289858
1.0,39.0,2.0,2.0,2.0,1,R_mB9cHcMtuQYOU1g,kenya,1,Control,98.0,96.88888888888889,8.0,Kenya,KE,KEN,1.0513960535911693
1.0,22.0,2.0,3.0,6.0,1,R_kHKi3wud35MN1j9,kenya,1,Control,89.75,90.0,8.0,Kenya,KE,KEN,0.954465590047439
1.0,24.0,2.0,3.0,5.0,7,R_nISzXgNvXF8G7dV,kenya,1,PsychDistance,92.25,66.0,8.0,Kenya,KE,KEN,1.1205727482680807
1.0,28.0,2.0,3.0,4.0,10,R_jXaO57sSSr3IHmp,kenya,1,DynamicNorm,100.0,100.0,8.0,Kenya,KE,KEN,1.0350375373409324
1.0,20.0,1.0,3.0,2.0,9,R_m9PXoBNOF1CDPq1,kenya,1,Letter2Future,100.0,74.75,8.0,Kenya,KE,KEN,1.0398696620128485
1.0,20.0,1.0,3.0,4.0,10,R_8vIwkVCZ7UQgCJt,kenya,1,DynamicNorm,90.25,76.4,8.0,Kenya,KE,KEN,1.1757527426601302
1.0,20.0,1.0,3.0,2.0,9,R_ob2gh47TGXe5eum,kenya,1,Letter2Future,100.0,44.66666666666666,0.0,Kenya,KE,KEN,1.1463038042691684
1.0,23.0,2.0,3.0,5.0,2,R_fFbEKJnnfa2G7pQ,kenya,1,Identity-Social-Norms-Intervention,100.0,63.22222222222222,8.0,Kenya,KE,KEN,0.8677281476287745
1.0,26.0,1.0,3.0,8.0,4,R_3M9P0NJFEzqvpfp,kenya,1,SciConsens,99.5,76.11111111111111,8.0,Kenya,KE,KEN,1.1424768386616722
1.0,20.0,2.0,3.0,2.0,5,R_4BtMFtOHV9maWVa,kenya,1,CollectAction,90.5,100.0,8.0,Kenya,KE,KEN,0.6386953845214054
1.0,28.0,1.0,3.0,4.0,5,R_fnVGjoVjaehEL5g,kenya,1,CollectAction,88.75,70.5,0.0,Kenya,KE,KEN,0.8035435695487119
1.0,26.0,1.0,3.0,4.0,12,R_hBlFp738DMwfSyp,kenya,1,BindingMoral,88.75,57.77777777777778,8.0,Kenya,KE,KEN,1.1536404216965859
1.0,23.0,1.0,3.0,2.0,4,R_nR43xPqagwFXluB,kenya,1,SciConsens,64.25,100.0,8.0,Kenya,KE,KEN,1.2057737085460654
1.0,24.0,1.0,3.0,5.0,11,R_jYlIUE08lZAgRWK,kenya,1,FutureSelfCont,100.0,56.22222222222222,0.0,Kenya,KE,KEN,0.958789169677729
1.0,38.0,1.0,3.0,2.0,5,R_cmXZzDfQzXRYzwT,kenya,1,CollectAction,80.25,90.77777777777776,0.0,Kenya,KE,KEN,1.0313804793709256
1.0,54.0,1.0,3.0,5.0,6,R_jRdXoFBXgyxICmL,kenya,1,SystemJust,100.0,73.44444444444444,8.0,Kenya,KE,KEN,0.8005553243071678
1.0,48.0,2.0,3.0,3.0,9,R_f4KS6hpapwMegSO,kenya,1,Letter2Future,82.25,49.66666666666666,8.0,Kenya,KE,KEN,1.269271273739447
1.0,50.0,1.0,3.0,2.0,5,R_73C228t4j2zFRch,kenya,1,CollectAction,78.5,51.55555555555556,8.0,Kenya,KE,KEN,0.8688192227916667
1.0,60.0,2.0,1.0,2.0,9,R_2wpS3dGpOmaBiUT,kenya,1,Letter2Future,94.5,71.33333333333333,0.0,Kenya,KE,KEN,0.9346772428790288
,52.0,2.0,1.0,3.0,7,R_9uBIPKC1xDwnCIb,kenya,1,PsychDistance,90.5,59.0,0.0,Kenya,KE,KEN,
0.0,21.0,2.0,3.0,1.0,9,R_aCCLVu0SZ51YrgV,kenya,1,Letter2Future,100.0,78.33333333333333,5.0,Kenya,KE,KEN,0.06909790881434841
1.0,22.0,2.0,3.0,1.0,3,R_mINs9qSaobfrOvp,kenya,1,NegativeEmotions,100.0,100.0,3.0,Kenya,KE,KEN,1.0166713476075053
1.0,18.0,2.0,3.0,1.0,1,R_l2uNsH7XqQhnwG0,kenya,1,Control,100.0,84.55555555555556,4.0,Kenya,KE,KEN,0.8198512676890783
1.0,19.0,2.0,3.0,1.0,11,R_htZHI4m5yTCPcL6,kenya,1,FutureSelfCont,100.0,94.33333333333331,3.0,Kenya,KE,KEN,1.3318509781862096
1.0,20.0,2.0,3.0,1.0,3,R_2tluxrGyj0FeTf8,kenya,1,NegativeEmotions,97.5,90.88888888888889,3.0,Kenya,KE,KEN,1.1275280289099026
1.0,19.0,2.0,3.0,1.0,3,R_hH3qjt3rtiOJ3Tk,kenya,1,NegativeEmotions,100.0,91.0,2.0,Kenya,KE,KEN,0.7995451111737122
1.0,19.0,2.0,3.0,1.0,2,R_8P4dWyKicHAfws6,kenya,1,Identity-Social-Norms-Intervention,100.0,84.22222222222223,4.0,Kenya,KE,KEN,1.127683167570014
1.0,18.0,2.0,3.0,1.0,7,R_3stTP8INvFutjoR,kenya,1,PsychDistance,100.0,90.77777777777776,3.0,Kenya,KE,KEN,0.9975143136854572
1.0,19.0,2.0,3.0,1.0,6,R_0sY3hwwR2YKPftO,kenya,1,SystemJust,100.0,90.55555555555556,3.0,Kenya,KE,KEN,1.0955764305623272
1.0,19.0,2.0,3.0,1.0,11,R_fsUDbfqBfljtYtj,kenya,1,FutureSelfCont,99.25,85.55555555555556,3.0,Kenya,KE,KEN,1.0160681816190353
1.0,21.0,2.0,3.0,1.0,10,R_1OXapiCOt1ztLjY,kenya,1,DynamicNorm,100.0,66.0,4.0,Kenya,KE,KEN,1.13067082967576
1.0,19.0,1.0,3.0,1.0,11,R_d3TkgX0uVesUOdB,kenya,1,FutureSelfCont,76.0,67.77777777777777,4.0,Kenya,KE,KEN,1.12744288941162
1.0,21.0,1.0,3.0,1.0,5,R_iJNMNOKr75TLxeO,kenya,1,CollectAction,100.0,67.22222222222223,4.0,Kenya,KE,KEN,1.1926078275016774
1.0,18.0,2.0,3.0,1.0,3,R_aIRiwo0kNm3nk57,kenya,1,NegativeEmotions,75.0,77.77777777777777,4.0,Kenya,KE,KEN,1.1120447940987113
1.0,20.0,1.0,3.0,1.0,6,R_1EE9rIxvyOKKH6f,kenya,1,SystemJust,97.75,89.33333333333333,5.0,Kenya,KE,KEN,0.8861165207004772
1.0,21.0,1.0,3.0,1.0,7,R_lIdoVBlheqmwYIk,kenya,1,PsychDistance,100.0,77.66666666666667,4.0,Kenya,KE,KEN,0.9833202327749411
1.0,21.0,2.0,3.0,5.0,6,R_imqvhAUJIPFC4Wh,kenya,1,SystemJust,99.75,78.66666666666667,8.0,Kenya,KE,KEN,0.7097071110719936
1.0,20.0,1.0,3.0,1.0,9,R_hMaGC7SQ3NbDoaU,kenya,1,Letter2Future,100.0,77.77777777777777,4.0,Kenya,KE,KEN,0.93833157500426
1.0,22.0,1.0,3.0,2.0,2,R_id79Sr5mcQo5jjc,kenya,1,Identity-Social-Norms-Intervention,99.75,100.0,8.0,Kenya,KE,KEN,1.1589609639472969
1.0,21.0,1.0,3.0,9.0,11,R_8K9WoWDqUtQpnSi,kenya,1,FutureSelfCont,61.75,56.77777777777778,2.0,Kenya,KE,KEN,0.988170505543707
1.0,19.0,2.0,3.0,2.0,9,R_2zDuN4KSsWOSoz0,kenya,1,Letter2Future,88.25,76.11111111111111,7.0,Kenya,KE,KEN,1.00865460290985
1.0,20.0,2.0,3.0,1.0,12,R_fJ5UUWqhS1xUGaF,kenya,1,BindingMoral,89.5,84.625,7.0,Kenya,KE,KEN,0.933925777648367
1.0,20.0,1.0,3.0,1.0,10,R_2flGJHm6UhnJ7Li,kenya,1,DynamicNorm,100.0,88.88888888888889,5.0,Kenya,KE,KEN,0.7905202784869271
1.0,22.0,1.0,3.0,1.0,7,R_iWCjtMicSNPhFgD,kenya,1,PsychDistance,82.75,70.0,8.0,Kenya,KE,KEN,1.0132159384267976
1.0,20.0,1.0,3.0,3.0,11,R_1RriqfKy1VDmhG2,kenya,1,FutureSelfCont,88.5,63.42857142857143,8.0,Kenya,KE,KEN,1.0551993526273908
1.0,20.0,2.0,3.0,1.0,12,R_3VeDbTkJfNTi5Al,kenya,1,BindingMoral,83.0,73.44444444444444,8.0,Kenya,KE,KEN,0.9082098753883893
1.0,28.0,1.0,3.0,1.0,3,R_oV4Z2NeHQ40lqwG,kenya,1,NegativeEmotions,100.0,69.77777777777777,8.0,Kenya,KE,KEN,0.8751676243587689
1.0,20.0,1.0,3.0,2.0,2,R_aywOhFBvJXa1hwM,kenya,1,Identity-Social-Norms-Intervention,87.25,78.66666666666667,8.0,Kenya,KE,KEN,1.2178310993448287
1.0,20.0,1.0,3.0,1.0,11,R_cMh6yDpid0RDZN8,kenya,1,FutureSelfCont,74.25,63.22222222222222,8.0,Kenya,KE,KEN,1.0604412637618763
1.0,20.0,2.0,3.0,1.0,2,R_duyWSj5nGBJjlVZ,kenya,1,Identity-Social-Norms-Intervention,82.5,63.55555555555556,8.0,Kenya,KE,KEN,0.9481694460740899
,23.0,1.0,3.0,2.0,3,R_fSSZW1xF9bZzczQ,kenya,1,NegativeEmotions,67.25,71.33333333333333,0.0,Kenya,KE,KEN,
1.0,20.0,2.0,3.0,2.0,5,R_dW5R2aUkdqoAaT5,kenya,1,CollectAction,91.0,68.125,8.0,Kenya,KE,KEN,1.0991664422250969
1.0,21.0,2.0,4.0,1.0,6,R_3tRgjVPYuK7h7Jf,kenya,1,SystemJust,100.0,88.88888888888889,7.0,Kenya,KE,KEN,0.780072266204736
1.0,21.0,2.0,3.0,1.0,7,R_3e3tmwEjWDwNTgb,kenya,1,PsychDistance,100.0,88.88888888888889,5.0,Kenya,KE,KEN,0.7882799516732517
1.0,19.0,1.0,3.0,4.0,11,R_cruu554YYA8K1p7,kenya,1,FutureSelfCont,92.0,68.33333333333333,8.0,Kenya,KE,KEN,0.9539953112413659
1.0,18.0,1.0,3.0,3.0,1,R_m7ikEJXnwQYP0YD,kenya,1,Control,82.5,72.55555555555556,7.0,Kenya,KE,KEN,0.9311970694998483
1.0,20.0,1.0,3.0,1.0,10,R_iqjziMPUwP85rrF,kenya,1,DynamicNorm,100.0,78.11111111111111,8.0,Kenya,KE,KEN,0.9229465677947606
1.0,21.0,1.0,3.0,3.0,3,R_eKXZpmHzpHRARPA,kenya,1,NegativeEmotions,91.5,72.44444444444444,8.0,Kenya,KE,KEN,1.1537124126900764
1.0,21.0,1.0,4.0,2.0,3,R_0hpygBRAjFioGfg,kenya,1,NegativeEmotions,86.75,68.44444444444444,8.0,Kenya,KE,KEN,1.0411733997400534
1.0,21.0,1.0,3.0,4.0,1,R_5oKVHTdiigoHnab,kenya,1,Control,89.25,72.55555555555556,8.0,Kenya,KE,KEN,1.092355393048909
0.0,22.0,1.0,1.0,7.0,6,R_iVJpvdWtasDu2et,kenya,1,SystemJust,74.5,28.88888888888889,8.0,Kenya,KE,KEN,0.09125883600783093
1.0,23.0,1.0,3.0,6.0,9,R_89PVqU71Gsb2ZgV,kenya,1,Letter2Future,88.0,87.55555555555556,8.0,Kenya,KE,KEN,1.3930358819107072
1.0,21.0,4.0,3.0,9.0,9,R_iKn0jeTsTJK5l6u,kenya,1,Letter2Future,100.0,90.11111111111111,8.0,Kenya,KE,KEN,1.0294399432552956
0.0,21.0,1.0,3.0,2.0,3,R_hf7PwsN1Qy9wfva,kenya,1,NegativeEmotions,70.25,66.44444444444444,8.0,Kenya,KE,KEN,0.25604478158442906
1.0,21.0,1.0,3.0,6.0,3,R_4scaUkeruL0TxbJ,kenya,1,NegativeEmotions,66.5,67.55555555555556,8.0,Kenya,KE,KEN,0.8244755279323903
